star_rating,maxRating,ipc-title-link-wrapper href,Reviews,main_review,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
5,/10,https://www.imdb.com/title/tt0816692/review/rw7469314/?ref_=tturv_977,"COULD HAVE BEEN, SHOULD HAVE BEEN","Should have been enjoyable but someone made some rather terrible sound mixing errors. I saw the movie in 2 theatres in 2 separate countries and then on dvd and on television the music completely stifled verbal conversation by actors. Also, whilst Mathew Mcconnaughy is a great actor, his unintelligible southern drawl completely ruined the movie.Some of the ""incidents"" in the movie goes completely against the character. For example, when matt damons character tries to kill cooper on the ice, when cooper has the advantage on top of damon , damon is bashing helmets with him, cooper is asking not to do that its dangerous to both of them, seriously?????",3,6,blond1000,https://www.imdb.com/user/ur18279199/?ref_=tturv_usr_977_t,"Oct 22, 2021",https://www.imdb.com/title/tt0816692/review/rw7469314/?ref_=tturv_perm_977,
5,/10,https://www.imdb.com/title/tt0816692/review/rw7444032/?ref_=tturv_978,Scrapes into a five star score.,"A top-shelf cast including cameos saw the talent push it to a 5-star score, but I was disappointed.I thought 2hours and 40minutes bled the story dry and the movie floundered down the straight to the finish line in profound oxygen debt.The story was a novel concept though.",2,7,xpat-55192,https://www.imdb.com/user/ur80091035/?ref_=tturv_usr_978_t,"Oct 15, 2021",https://www.imdb.com/title/tt0816692/review/rw7444032/?ref_=tturv_perm_978,
1,/10,https://www.imdb.com/title/tt0816692/review/rw7371970/?ref_=tturv_979,Could have been great. If it had vision and boldness,Could have been great. If it had vision and boldness.It tries to do so much and in the end does so little. Just nonsense.,3,6,aliensexgod,https://www.imdb.com/user/ur93457841/?ref_=tturv_usr_979_t,"Sep 23, 2021",https://www.imdb.com/title/tt0816692/review/rw7371970/?ref_=tturv_perm_979,
10,/10,https://www.imdb.com/title/tt0816692/review/rw7062684/?ref_=tturv_980,The best movie ever made,"Sure, i love a lot of movies, from simple : 12 angry men to more complex like Inception, fantasy (Avatar) and a lot of other great movies out there.But Interstellar..the feeling you get at the end, with the perfect music and the incredible visuals really make you believe this is the best movie of all time.I don t think there is anywone who didn't watch it at this point but if..IF somehow you missed it, DROP EVERYTHING AND WATCH THIS MOVIE NOW!",5,4,kindofperson,https://www.imdb.com/user/ur27391559/?ref_=tturv_usr_980_t,"Jun 25, 2021",https://www.imdb.com/title/tt0816692/review/rw7062684/?ref_=tturv_perm_980,
5,/10,https://www.imdb.com/title/tt0816692/review/rw6903999/?ref_=tturv_981,"Are you kidding me? Love transcends time, space, dimension? SERIOUSLY?","I can't believe people are falling for this nonsense. 'Interstellar' is supposed to be a Science Fiction, and I don't see any science but only fiction. Emotions are delivered without the interruption of time, and the future of the humanity depends on whom you like better. Come on, this is not a science project for elementary school students. Compared to 'Gravity', scientific research and validation of 'Interstellar' are just... forgotten.SF genre's primary step to success is that the director has to makes the audience understand the core concept; even just one concept is enough. Nolan tries to realize his vision of five dimensional space which can control the time as well. I got that one, but he jams up too many things, black hole, wormhole, gravity, human instinct, aging, and even some philosophical questions .... without any explanation. Inception was such a masterpiece because Nolan walks through the movie right along with the audience. This dream world in his head is actualized on screen, and the audience takes in, understands, absorbs, and lives in with characters in the movie because foundation, characteristics, advantages & disadvantages of his world are all well explained not by someone's lines but from enough actions and visualization. Nolan seems to become more arrogant 'you guys should already know this' kind of attitude. You can see more of his arrogance in his later work, 'Tenet', complex and ambiguous more than ever. Now, I'm not sure even he understands what he is saying. SOSOSO overrated because it's Christopher Nolan. Guys be honest, and assume that 'Interstellar' is released under the name of an unheard new director. Are you still going to idolize this movie?",2,7,TaylorYee94,https://www.imdb.com/user/ur102296684/?ref_=tturv_usr_981_t,"May 11, 2021",https://www.imdb.com/title/tt0816692/review/rw6903999/?ref_=tturv_perm_981,
4,/10,https://www.imdb.com/title/tt0816692/review/rw6848179/?ref_=tturv_982,Poorly researched topic,"This movie has many unexplained gaps, banking on effects rather than smarts.Boring, and personally, I do not understand the ""stellar"" ratings.",3,6,pcffolman,https://www.imdb.com/user/ur99202038/?ref_=tturv_usr_982_t,"Apr 25, 2021",https://www.imdb.com/title/tt0816692/review/rw6848179/?ref_=tturv_perm_982,
3,/10,https://www.imdb.com/title/tt0816692/review/rw6829915/?ref_=tturv_983,Really?,"That's it? That's the hype? That's the 8.6 rating? Well, in this case I should have left earth way earlier.",5,4,baunacholi-86159,https://www.imdb.com/user/ur107340115/?ref_=tturv_usr_983_t,"Apr 19, 2021",https://www.imdb.com/title/tt0816692/review/rw6829915/?ref_=tturv_perm_983,
10,/10,https://www.imdb.com/title/tt0816692/review/rw6262631/?ref_=tturv_984,The only movie that brings me to tears everytime,"Apart from the great cinematography, storyline and acting. Interstellar will keep you on the edge of your seat.
The first time I watched it I was amazed that a film could be that awesome. Christopher Nolan is a true genius.
After the first watching I promised myself that I had to wait 5 years to watch it again. And I did! For 5 years I ignored everything about Interstellar so I would forget it and watch it like the first time. It worked and it was as good as the first time!
I could watch it over and over and never get bored",6,3,gochallas,https://www.imdb.com/user/ur78849946/?ref_=tturv_usr_984_t,"Nov 12, 2020",https://www.imdb.com/title/tt0816692/review/rw6262631/?ref_=tturv_perm_984,
7,/10,https://www.imdb.com/title/tt0816692/review/rw6189680/?ref_=tturv_985,Brilliantly executed but nowhere near as clever as it thinks it is.,,4,5,Stephan_fr,https://www.imdb.com/user/ur96504282/?ref_=tturv_usr_985_t,"Oct 19, 2020",https://www.imdb.com/title/tt0816692/review/rw6189680/?ref_=tturv_perm_985,Spoiler
10,/10,https://www.imdb.com/title/tt0816692/review/rw6024566/?ref_=tturv_986,Astonishing sci-fi,"Interstellar is Christopher Nolan's most epic and emotional film to date. It's an awe inspiring journey across the stars held together by the connection between parent and child. It makes perfect sense that this is the one out of Christopher Nolan's entire filmography that is constantly getting re-released because when it's on a massive IMAX screen it just feels right and evokes all the overwhelming emotions every time.Like most of his work, it's designed for repeat viewings so its complex narrative becomes more clear but even on the initial viewing it can still be followed thanks to the emotional core that forms every decision the characters make as well as the biggest reveals. Nolan has always been open about his personal anxieties and this only doubles down on that, worrying that spending all this time making art comes at the cost of missing the biggest moments in his family's lives.Matthew McConaughey gives an emotionally draining lead performance that has him break down multiple times in devastating fashion. He anchors everything with his determination to save those he cares about and his natural southern charm. Jessica Chastain brings an equal amount of determination and emotion so watching her figure out the central equation is just as engaging as all the exploits in space.Christopher Nolan's direction is superb with practical locations and endlessly impressive special effects employed to make everything feel as convincing as humanly possible. This is a visual feast that's breathtakingly beautiful even before its characters have left earth. Lee Smith's editing does some wonderful cross cutting across space and time for a third act where the stakes are cosmic yet deeply personal.Hans Zimmer's score is magnificent. It's a testament to his incredibly diverse range because nothing else he's written sounds like this. It's simultaneously one of the grandest scores ever written and deeply emotional in unforgettable fashion. It's really well implemented too since a lot of scenes take place in the cold vacuum of space and the filmmakers know when to use silence and when to swap to Zimmer's work.",4,5,masonsaul,https://www.imdb.com/user/ur94560739/?ref_=tturv_usr_986_t,"Aug 24, 2020",https://www.imdb.com/title/tt0816692/review/rw6024566/?ref_=tturv_perm_986,
6,/10,https://www.imdb.com/title/tt0816692/review/rw6011145/?ref_=tturv_987,Bad writing,The script is really bad. Other than that it's pretty good.,2,7,noahgibbobaker,https://www.imdb.com/user/ur112093012/?ref_=tturv_usr_987_t,"Aug 20, 2020",https://www.imdb.com/title/tt0816692/review/rw6011145/?ref_=tturv_perm_987,
3,/10,https://www.imdb.com/title/tt0816692/review/rw5339338/?ref_=tturv_988,Pretentious pseudo-science and wrong on so many levels,,5,4,Drabble500,https://www.imdb.com/user/ur66924335/?ref_=tturv_usr_988_t,"Dec 21, 2019",https://www.imdb.com/title/tt0816692/review/rw5339338/?ref_=tturv_perm_988,Spoiler
